Customer_ID,Amount,Balance,Transaction_Type,Withdrawal_Frequency,Hourly_Withdrawals,Disputed,Geo_Location_Deviation,High_Transaction_Flag,Negative_Balance_Flag,Fraudulent_Flag,Country,Risk_Label,Predicted_Risk_Score,Compliant,Remediation
296769,10991.66,2648.48,0,10,7,False,2419,1,0,0,0,1,10,No,AML reporting required for high-value transaction
661353,13946.33,15577.63,3,5,2,False,1353,1,0,0,8,1,10,No,AML reporting required for high-value transaction
323165,11288.21,10871.76,0,5,7,True,2056,1,0,0,6,1,10,No,AML reporting required for high-value transaction
723587,-1118.58,12511.48,1,11,9,False,1427,0,0,0,8,0,0,Yes,Compliant
635822,6274.64,10284.77,3,4,5,True,642,0,0,0,5,1,10,Yes,Compliant
587879,-2025.62,8987.08,2,11,6,True,4923,0,0,0,0,0,0,Yes,Compliant
664685,13688.62,5661.82,2,10,5,True,4960,1,0,0,3,1,10,No,AML reporting required for high-value transaction
882038,8406.23,46631.66,2,4,1,True,647,0,0,0,4,1,10,Yes,Compliant
453531,18339.55,6353.66,4,8,6,True,913,1,0,0,4,1,10,No,AML reporting required for high-value transaction
363160,1614.11,9424.59,2,3,7,True,3869,0,0,0,7,0,0,Yes,Compliant
679879,-63.02,11559.55,1,11,5,True,4616,0,0,0,8,0,0,Yes,Compliant
320884,7189.97,46583.76,3,3,3,True,2325,0,0,0,7,1,10,Yes,Compliant
123247,22797.56,37541.42,3,8,6,False,905,1,0,0,4,1,10,No,AML reporting required for high-value transaction
124300,16312.65,39274.67,4,3,7,True,2549,1,0,0,0,1,10,No,AML reporting required for high-value transaction
567281,7567.71,4342.67,4,12,10,True,992,0,0,0,7,1,10,Yes,Compliant
707086,10518.17,41651.8,4,2,10,False,4591,1,0,0,1,1,10,No,AML reporting required for high-value transaction
633556,-2473.61,19817.85,1,13,9,False,3558,0,0,0,4,0,0,Yes,Compliant
448951,24537.28,12403.97,3,11,7,False,2370,1,0,0,5,1,10,No,AML reporting required for high-value transaction
374329,14992.22,28363.25,0,13,3,False,1232,1,0,0,0,1,10,No,AML reporting required for high-value transaction
819064,3562.12,40931.33,4,13,1,False,1326,0,0,0,4,0,0,Yes,Compliant
842139,12574.25,38711.26,2,5,7,False,3363,1,0,0,3,1,10,No,AML reporting required for high-value transaction
532315,-1715.53,44389.87,0,11,8,False,4012,0,0,0,2,0,0,Yes,Compliant
616588,23975.1,46334.74,0,3,1,False,3922,1,0,0,0,1,10,No,AML reporting required for high-value transaction
336584,243.55,11144.23,4,6,5,False,2720,0,0,0,3,0,0,Yes,Compliant
662332,14440.91,20616.75,2,11,8,True,2111,1,0,0,3,1,10,No,AML reporting required for high-value transaction
937646,2363.63,-253.94,4,7,10,False,1790,0,1,0,3,0,0,No,Account negative balance for 30+ days
476896,16526.84,43845.4,4,3,7,True,409,1,0,0,1,1,10,No,AML reporting required for high-value transaction
148984,18304.64,6883.18,2,9,2,False,1654,1,0,0,8,1,10,No,AML reporting required for high-value transaction
402918,15202.59,42935.22,0,10,4,False,4187,1,0,0,0,1,10,No,AML reporting required for high-value transaction
364712,13434.98,15798.75,0,1,6,True,3589,1,0,0,1,1,10,No,AML reporting required for high-value transaction
220151,21774.07,17774.81,2,14,7,True,3978,1,0,0,3,1,10,No,AML reporting required for high-value transaction
555808,-2641.2,995.74,0,7,7,False,1069,0,0,0,7,0,0,Yes,Compliant
233767,4927.44,15670.82,1,4,3,True,2672,0,0,0,4,0,0,Yes,Compliant
748663,2448.62,44306.55,4,7,8,True,4551,0,0,0,5,0,0,Yes,Compliant
803550,24640.42,302.92,1,9,7,True,940,1,0,0,1,1,10,No,AML reporting required for high-value transaction
236330,6681.69,19722.7,1,9,4,False,2657,0,0,0,2,1,10,Yes,Compliant
580754,16978.38,601.38,1,1,10,True,2003,1,0,0,2,1,10,No,AML reporting required for high-value transaction
401648,15541.75,17917.09,3,10,4,True,4972,1,0,0,6,1,10,No,AML reporting required for high-value transaction
788519,1362.44,7804.67,3,13,4,True,2754,0,0,0,0,0,0,Yes,Compliant
113986,2169.93,11863.14,1,12,5,False,3483,0,0,0,9,0,0,Yes,Compliant
686146,3438.54,43757.52,4,4,2,False,3485,0,0,1,9,0,0,Yes,Compliant
229312,7333.82,21238.51,1,7,9,True,660,0,0,0,4,1,10,Yes,Compliant
112666,2029.75,12963.7,1,10,6,True,2943,0,0,0,0,0,0,Yes,Compliant
400804,-4410.46,29056.26,3,6,8,True,305,0,0,0,7,0,0,Yes,Compliant
234633,21381.79,6247.45,1,15,1,False,856,1,0,0,3,1,10,No,AML reporting required for high-value transaction
388998,23968.29,12228.97,4,9,6,True,2941,1,0,0,8,1,10,No,AML reporting required for high-value transaction
950937,5247.11,26858.65,4,13,6,True,448,0,0,0,2,1,10,Yes,Compliant
728776,5155.21,11113.68,1,7,8,True,2922,0,0,0,2,1,9,Yes,Compliant
807611,-4787.25,33635.51,4,15,1,True,4868,0,0,0,4,0,0,Yes,Compliant
384806,15407.52,24066.06,1,3,5,True,2850,1,0,0,5,1,10,No,AML reporting required for high-value transaction
894824,19763.2,38371.44,3,7,3,True,2794,1,0,0,2,1,10,No,AML reporting required for high-value transaction
130535,-601.75,47360.47,1,10,6,False,1230,0,0,0,6,0,0,Yes,Compliant
475713,-210.01,4906.05,0,14,9,False,2775,0,0,0,8,0,0,Yes,Compliant
938688,18702.5,16067.92,3,5,10,False,481,1,0,0,0,1,10,No,AML reporting required for high-value transaction
451279,13488.72,15297.0,4,14,3,True,3068,1,0,0,5,1,10,No,AML reporting required for high-value transaction
921654,-3654.18,6710.33,4,2,9,False,3427,0,0,0,8,0,0,Yes,Compliant
701661,13676.41,40325.46,3,10,9,False,1160,1,0,0,3,1,10,No,AML reporting required for high-value transaction
747972,4267.53,37753.81,0,3,1,True,1192,0,0,1,5,0,0,Yes,Compliant
589570,6061.75,23705.7,3,6,2,True,4325,0,0,0,6,1,10,Yes,Compliant
556551,18091.94,26426.31,2,13,4,True,1517,1,0,0,9,1,10,No,AML reporting required for high-value transaction
373109,19328.06,2036.75,0,6,7,True,2024,1,0,0,8,1,10,No,AML reporting required for high-value transaction
124538,7010.7,27330.87,3,7,2,False,488,0,0,0,6,1,10,Yes,Compliant
994498,23414.59,39358.42,2,6,7,True,1708,1,0,0,2,1,10,No,AML reporting required for high-value transaction
301664,7193.88,28265.21,1,9,5,False,1299,0,0,0,0,1,10,Yes,Compliant
591234,18155.08,12530.62,0,14,10,True,4092,1,0,0,6,1,10,No,AML reporting required for high-value transaction
999684,9516.32,33044.96,1,5,7,True,3723,0,0,0,7,1,10,Yes,Compliant
239182,21925.97,17435.91,2,15,9,False,4987,1,0,0,5,1,10,No,AML reporting required for high-value transaction
572525,22232.84,26788.54,4,5,9,False,2719,1,0,0,0,1,10,No,AML reporting required for high-value transaction
258338,-2377.5,23865.83,4,8,3,False,1085,0,0,0,5,0,0,Yes,Compliant
284064,23094.8,18439.93,4,8,3,False,3204,1,0,0,4,1,10,No,AML reporting required for high-value transaction
314020,19766.05,35662.78,1,1,7,False,2167,1,0,0,3,1,10,No,AML reporting required for high-value transaction
723094,18739.32,44077.68,0,3,5,True,2859,1,0,0,1,1,10,No,AML reporting required for high-value transaction
997421,1027.34,-734.16,1,13,5,True,1180,0,1,0,8,0,0,No,Account negative balance for 30+ days
715270,19153.58,46614.44,1,6,5,False,3530,1,0,1,9,1,10,No,AML reporting required for high-value transaction
745914,20503.98,25087.27,4,6,9,True,2459,1,0,0,2,1,10,No,AML reporting required for high-value transaction
219176,3674.51,34737.33,1,1,4,True,3578,0,0,0,3,0,0,Yes,Compliant
318126,23567.8,42636.85,2,2,6,True,4326,1,0,0,4,1,10,No,AML reporting required for high-value transaction
318969,-3504.2,22822.29,3,10,6,True,1601,0,0,0,1,0,0,Yes,Compliant
222409,-502.72,41583.68,3,7,7,False,2275,0,0,0,8,0,0,Yes,Compliant
647707,11127.43,8058.61,3,1,2,True,4525,1,0,0,9,1,10,No,AML reporting required for high-value transaction
353618,12273.77,7117.54,4,10,6,False,144,1,0,0,7,1,10,No,AML reporting required for high-value transaction
869598,14354.5,32531.04,4,5,9,False,2208,1,0,0,9,1,10,No,AML reporting required for high-value transaction
150015,-4490.93,43377.29,3,1,3,False,288,0,0,0,5,0,0,Yes,Compliant
872838,23811.0,44513.74,0,6,2,False,4179,1,0,0,1,1,10,No,AML reporting required for high-value transaction
222096,-3662.36,31830.76,3,15,8,False,533,0,0,0,9,0,0,Yes,Compliant
731347,-708.14,25799.95,1,7,1,False,180,0,0,0,2,0,0,Yes,Compliant
285340,-4579.56,15901.05,3,8,8,True,3032,0,0,0,1,0,0,Yes,Compliant
210687,12005.75,48980.02,3,13,5,True,3564,1,0,0,4,1,10,No,AML reporting required for high-value transaction
974371,22968.01,15304.48,0,12,9,False,1067,1,0,0,4,1,10,No,AML reporting required for high-value transaction
511357,14978.41,36953.49,4,3,9,False,2890,1,0,0,5,1,10,No,AML reporting required for high-value transaction
835716,19679.72,26131.07,4,14,4,False,4465,1,0,0,7,1,10,No,AML reporting required for high-value transaction
205878,-4601.56,30034.13,1,14,1,False,929,0,0,0,1,0,0,Yes,Compliant
827270,11260.46,19067.51,3,3,5,False,4514,1,0,0,4,1,10,No,AML reporting required for high-value transaction
298286,8786.89,48205.98,2,11,7,False,963,0,0,0,0,1,10,Yes,Compliant
873290,9969.04,28155.8,1,1,9,True,3349,0,0,0,0,1,10,Yes,Compliant
874684,-2833.6,46827.17,4,12,10,True,3516,0,0,1,1,0,0,Yes,Compliant
264899,15533.06,-612.84,0,3,9,True,3156,1,1,0,8,1,10,No,AML reporting required for high-value transaction; Account negative balance for 30+ days
424767,10096.61,28206.2,4,5,9,True,2840,1,0,0,6,1,10,No,AML reporting required for high-value transaction
961882,17954.47,35576.53,4,6,6,True,2126,1,0,0,3,1,10,No,AML reporting required for high-value transaction
979858,9558.72,36999.09,0,3,2,False,3898,0,0,0,0,1,10,Yes,Compliant
479989,-518.55,45153.82,3,4,5,True,1759,0,0,0,6,0,0,Yes,Compliant
515515,14447.71,-775.52,3,5,3,False,1479,1,1,0,9,1,10,No,AML reporting required for high-value transaction; Account negative balance for 30+ days
143585,171.59,-983.16,4,5,6,True,4802,0,1,0,3,0,0,No,Account negative balance for 30+ days
471369,21171.84,23085.44,1,9,5,True,976,1,0,0,1,1,10,No,AML reporting required for high-value transaction
164044,13393.49,493.98,2,8,10,False,960,1,0,0,6,1,10,No,AML reporting required for high-value transaction
542296,-283.88,48701.16,1,1,1,False,3427,0,0,0,6,0,0,Yes,Compliant
209556,23870.14,10325.32,1,2,10,True,4967,1,0,0,4,1,10,No,AML reporting required for high-value transaction
626981,10550.96,23105.9,4,12,10,True,3899,1,0,0,7,1,10,No,AML reporting required for high-value transaction
981691,-2813.05,2118.02,4,15,2,False,80,0,0,0,1,0,0,Yes,Compliant
867595,13804.99,25624.47,2,5,5,True,4665,1,0,0,0,1,10,No,AML reporting required for high-value transaction
300235,2595.97,18377.76,2,12,6,False,2859,0,0,0,4,0,0,Yes,Compliant
125939,19110.8,1277.66,2,3,1,True,1656,1,0,0,1,1,10,No,AML reporting required for high-value transaction
252906,19534.66,16091.34,4,7,7,False,2549,1,0,0,2,1,10,No,AML reporting required for high-value transaction
642335,24368.42,18963.24,4,14,3,False,1071,1,0,0,3,1,10,No,AML reporting required for high-value transaction
388249,10056.09,49486.0,1,11,1,False,1660,1,0,0,4,1,10,No,AML reporting required for high-value transaction
175766,8648.71,9602.18,4,6,7,True,2712,0,0,0,4,1,10,Yes,Compliant
508923,17604.27,26783.76,3,2,7,False,2456,1,0,0,8,1,10,No,AML reporting required for high-value transaction
515192,-1025.88,49353.09,3,8,10,True,824,0,0,0,0,0,0,Yes,Compliant
668550,11407.47,39392.98,2,5,3,True,3084,1,0,0,0,1,10,No,AML reporting required for high-value transaction
487261,11387.43,49661.74,4,6,6,True,1868,1,0,0,4,1,10,No,AML reporting required for high-value transaction
910208,-2315.81,48383.21,3,8,4,False,3851,0,0,0,8,0,0,Yes,Compliant
785440,7539.52,23966.52,1,13,4,True,4322,0,0,0,2,1,10,Yes,Compliant
752664,20598.54,34515.17,0,6,9,False,987,1,0,0,3,1,10,No,AML reporting required for high-value transaction
554589,20684.61,4632.6,1,10,7,False,190,1,0,0,0,1,10,No,AML reporting required for high-value transaction
237848,-2022.87,21498.59,0,3,6,True,1023,0,0,0,1,0,0,Yes,Compliant
717075,-2278.37,40259.95,1,13,9,False,4563,0,0,0,1,0,0,Yes,Compliant
227948,2880.86,24772.1,3,7,3,False,4123,0,0,0,7,0,0,Yes,Compliant
679304,21242.98,34837.65,4,14,4,False,3294,1,0,0,5,1,10,No,AML reporting required for high-value transaction
502690,-1132.92,37033.32,0,4,9,True,3113,0,0,0,3,0,0,Yes,Compliant
599046,16599.9,11926.93,4,13,4,False,3663,1,0,0,8,1,10,No,AML reporting required for high-value transaction
551269,-1965.03,43660.67,4,6,7,False,2085,0,0,0,3,0,0,Yes,Compliant
121959,13694.14,22450.94,3,6,9,True,1156,1,0,0,6,1,10,No,AML reporting required for high-value transaction
760890,5682.02,9719.44,2,11,4,False,1711,0,0,0,5,1,10,Yes,Compliant
850216,18667.42,43136.21,2,5,9,False,4605,1,0,0,9,1,10,No,AML reporting required for high-value transaction
890180,2010.71,20308.76,0,13,7,False,162,0,0,0,6,0,0,Yes,Compliant
328576,14176.05,37265.93,3,1,4,True,4399,1,0,0,1,1,10,No,AML reporting required for high-value transaction
637833,2070.48,26949.69,4,14,3,False,2794,0,0,0,9,0,0,Yes,Compliant
265838,16409.81,18475.46,1,8,6,False,4877,1,0,0,0,1,10,No,AML reporting required for high-value transaction
435674,21210.34,40303.7,1,13,3,True,53,1,0,0,8,1,10,No,AML reporting required for high-value transaction
979989,-1195.95,28807.97,0,14,7,False,373,0,0,0,8,0,0,Yes,Compliant
161087,20997.87,18918.67,0,10,1,False,876,1,0,0,3,1,10,No,AML reporting required for high-value transaction
693128,12807.26,4589.49,0,2,7,False,2775,1,0,0,9,1,10,No,AML reporting required for high-value transaction
218451,-1186.69,44667.71,3,4,3,False,3729,0,0,0,1,0,0,Yes,Compliant
547600,7826.26,808.95,1,13,9,True,2865,0,0,0,5,1,10,Yes,Compliant
937437,-174.19,43022.55,3,12,6,True,2684,0,0,0,8,0,0,Yes,Compliant
539792,16010.44,17358.04,3,3,7,True,2708,1,0,0,6,1,10,No,AML reporting required for high-value transaction
139353,17766.04,31606.28,4,6,9,False,3288,1,0,0,0,1,10,No,AML reporting required for high-value transaction
293075,-1826.1,46032.19,3,11,6,False,39,0,0,1,8,0,0,Yes,Compliant
314283,10184.2,6737.04,3,1,10,False,1654,1,0,0,5,1,10,No,AML reporting required for high-value transaction
414877,19438.75,27914.47,4,9,2,False,797,1,0,0,1,1,10,No,AML reporting required for high-value transaction
165318,23084.89,37986.08,2,5,6,True,709,1,0,0,8,1,10,No,AML reporting required for high-value transaction
865313,10405.54,37636.78,4,5,6,True,4724,1,0,0,0,1,10,No,AML reporting required for high-value transaction
582690,23508.38,25807.23,0,4,2,False,24,1,0,0,4,1,10,No,AML reporting required for high-value transaction
516880,11070.67,30861.71,2,4,7,True,4053,1,0,0,2,1,10,No,AML reporting required for high-value transaction
691460,6825.71,37633.88,1,13,9,True,2114,0,0,0,0,1,10,Yes,Compliant
840976,20446.09,41892.41,3,15,10,True,2744,1,0,0,4,1,10,No,AML reporting required for high-value transaction
881239,9789.48,37852.47,2,13,4,True,2350,0,0,0,7,1,10,Yes,Compliant
193264,9157.08,17054.25,1,1,5,True,4573,0,0,0,8,1,10,Yes,Compliant
870746,9709.37,49833.05,4,9,6,False,4200,0,0,0,4,1,10,Yes,Compliant
913168,20403.55,21159.64,4,9,1,False,2704,1,0,0,6,1,10,No,AML reporting required for high-value transaction
325281,19958.25,247.7,0,13,8,True,1456,1,0,0,0,1,10,No,AML reporting required for high-value transaction
737147,7105.6,17493.46,0,4,9,True,1073,0,0,0,1,1,10,Yes,Compliant
998613,4999.0,5516.93,2,10,1,True,1235,0,0,0,2,0,3,Yes,Compliant
494070,9757.84,5193.57,3,10,4,True,4697,0,0,0,7,1,10,Yes,Compliant
452228,12183.18,13358.29,4,4,6,False,4484,1,0,0,3,1,10,No,AML reporting required for high-value transaction
531839,2150.12,1722.15,2,12,10,True,3366,0,0,0,4,0,0,Yes,Compliant
369536,18818.65,34114.12,2,7,1,True,4524,1,0,0,8,1,10,No,AML reporting required for high-value transaction
417824,9594.48,2773.43,2,4,3,True,2064,0,0,1,2,1,10,Yes,Compliant
357426,5021.37,9367.77,0,1,7,False,4538,0,0,0,5,1,10,Yes,Compliant
277789,-1795.37,3737.89,4,11,8,True,3426,0,0,0,3,0,0,Yes,Compliant
613153,2165.35,2221.55,0,15,8,True,1016,0,0,0,2,0,0,Yes,Compliant
842452,23478.44,12655.33,0,13,5,True,2017,1,0,0,8,1,10,No,AML reporting required for high-value transaction
937291,4152.99,28166.85,2,9,1,True,3423,0,0,0,5,0,0,Yes,Compliant
225657,65.78,48198.96,1,2,1,True,2425,0,0,0,3,0,0,Yes,Compliant
335167,8820.18,43653.39,1,5,8,True,4487,0,0,0,6,1,10,Yes,Compliant
781669,4212.63,43672.63,1,4,5,False,4125,0,0,1,8,0,0,Yes,Compliant
580671,-3945.22,7979.42,2,8,9,False,4226,0,0,0,2,0,0,Yes,Compliant
819094,4694.36,12510.27,3,6,1,True,4496,0,0,0,3,0,0,Yes,Compliant
170467,11323.26,2896.06,4,15,2,False,4218,1,0,0,8,1,10,No,AML reporting required for high-value transaction
283734,11551.37,38701.89,2,7,4,True,919,1,0,0,3,1,10,No,AML reporting required for high-value transaction
722794,5696.77,2560.63,2,2,10,False,3834,0,0,0,5,1,10,Yes,Compliant
209751,8419.08,27391.48,0,4,7,True,4051,0,0,0,4,1,10,Yes,Compliant
481050,23965.54,11641.65,1,14,4,True,4169,1,0,0,6,1,10,No,AML reporting required for high-value transaction
911774,6320.45,11415.73,2,4,8,False,3543,0,0,0,8,1,10,Yes,Compliant
792517,2746.8,49526.98,3,12,7,False,110,0,0,0,1,0,0,Yes,Compliant
561079,2304.01,37595.77,4,13,5,True,3782,0,0,0,4,0,0,Yes,Compliant
468452,8732.94,41683.91,3,2,7,True,2224,0,0,0,4,1,10,Yes,Compliant
206081,17785.6,28171.12,2,10,8,True,3091,1,0,0,9,1,10,No,AML reporting required for high-value transaction
713333,1179.65,43421.73,2,4,3,False,2252,0,0,0,6,0,0,Yes,Compliant
658986,16278.88,31920.02,0,9,3,False,3593,1,0,0,8,1,10,No,AML reporting required for high-value transaction
210078,-4365.51,47254.86,3,8,2,False,3080,0,0,0,7,0,0,Yes,Compliant
967055,7567.99,13348.27,0,11,4,True,1990,0,0,0,7,1,10,Yes,Compliant
122671,18275.95,29361.3,3,14,4,False,3947,1,0,0,4,1,10,No,AML reporting required for high-value transaction
