Customer_ID,Amount,Balance,Transaction_Type,Withdrawal_Frequency,Hourly_Withdrawals,Disputed,Geo_Location_Deviation,High_Transaction_Flag,Negative_Balance_Flag,Fraudulent_Flag,Country
165725,20547.44,7055.26,POS Purchase,12,10,True,2266,1,0,0,Japan
229981,20913.69,45112.35,Online Transfer,2,6,True,4152,1,0,0,China
184654,7203.21,10762.37,Wire Transfer,11,6,True,4782,0,0,0,China
691723,17870.84,13861.52,Online Transfer,8,4,True,4209,1,0,0,India
419030,-683.72,42396.22,POS Purchase,12,10,True,3317,0,0,0,Russia
428947,-4741.43,22381.85,Check Deposit,4,10,False,2351,0,0,0,Japan
655839,-4400.81,223.79,Check Deposit,14,10,False,3045,0,0,0,Australia
373538,12598.05,24223.9,Wire Transfer,8,10,False,3386,1,0,1,India
431236,8661.85,3311.71,Wire Transfer,13,1,False,1099,0,0,0,Australia
628178,10540.46,49252.58,Online Transfer,2,5,True,2350,1,0,0,France
665894,-4776.11,28993.69,Online Transfer,13,5,True,2958,0,0,0,UK
589492,7680.6,12083.16,Check Deposit,14,3,False,1647,0,0,0,Germany
356840,16542.04,27749.6,Check Deposit,4,3,False,2781,1,0,0,Australia
573254,8280.81,2920.22,Cash Withdrawal,12,4,True,3655,0,0,0,India
449457,16966.58,39794.46,Check Deposit,9,3,False,1499,1,0,0,India
765987,1990.57,46191.73,Check Deposit,5,3,True,1,0,0,0,USA
370936,19394.26,43596.66,Wire Transfer,6,3,False,2104,1,0,0,India
339931,12652.94,16429.64,Cash Withdrawal,10,7,True,457,1,0,0,France
339629,1322.89,15614.17,Cash Withdrawal,15,9,False,4786,0,0,0,Russia
305041,2101.61,789.47,Online Transfer,15,1,False,540,0,0,0,Germany
798361,13840.91,32221.42,Online Transfer,15,8,False,3163,1,0,0,India
831912,19898.19,26280.14,Cash Withdrawal,12,10,True,1820,1,0,0,India
517113,7468.83,22426.66,Cash Withdrawal,9,1,False,2386,0,0,0,China
168148,2749.01,45289.18,Online Transfer,9,9,False,3442,0,0,0,Canada
877089,21010.35,7561.82,Wire Transfer,7,8,True,2806,1,0,0,Germany
748531,15078.05,-507.02,Wire Transfer,11,6,True,4351,1,1,0,Canada
351995,8442.56,2739.14,Wire Transfer,2,6,False,3980,0,0,0,USA
778843,9637.01,10391.94,Wire Transfer,7,10,True,1082,0,0,0,Australia
672843,1127.69,697.56,Online Transfer,9,7,True,375,0,0,0,UK
356508,13804.08,24645.03,POS Purchase,2,8,True,1536,1,0,0,Canada
903591,5762.28,15018.61,Check Deposit,7,7,False,386,0,0,0,Canada
996942,24869.36,8204.63,Check Deposit,12,1,True,811,1,0,0,UK
206530,9405.51,37254.29,Check Deposit,7,10,False,182,0,0,0,Russia
704365,9576.57,9427.02,Check Deposit,3,4,True,2363,0,0,0,India
922352,11975.55,34067.86,Online Transfer,6,4,False,1470,1,0,0,France
560337,22502.68,16812.51,POS Purchase,8,9,True,3742,1,0,0,Russia
824839,19024.54,25103.22,Online Transfer,10,9,True,1783,1,0,0,Germany
905889,8533.9,46627.22,POS Purchase,8,3,False,3299,0,0,0,Japan
559773,16560.98,904.93,Online Transfer,14,9,False,2876,1,0,0,UK
308261,12587.06,24513.49,Cash Withdrawal,3,5,False,2859,1,0,0,USA
864469,9771.01,42575.57,POS Purchase,6,6,False,1822,0,0,0,Canada
441097,769.47,28986.69,Check Deposit,2,7,False,2992,0,0,0,UK
415139,8918.09,13120.4,POS Purchase,14,3,False,4397,0,0,0,Japan
271829,2374.56,19281.74,Wire Transfer,2,4,False,4819,0,0,0,USA
371836,22445.26,33693.55,POS Purchase,13,5,False,2698,1,0,0,Japan
538974,5062.2,44431.41,Wire Transfer,8,1,True,1088,0,0,1,Japan
302283,23567.92,1094.39,Wire Transfer,11,8,False,1492,1,0,0,Australia
296769,10991.66,2648.48,Cash Withdrawal,10,7,False,2419,1,0,0,Australia
661353,13946.33,15577.63,POS Purchase,5,2,False,1353,1,0,0,UK
323165,11288.21,10871.76,Cash Withdrawal,5,7,True,2056,1,0,0,Japan
723587,-1118.58,12511.48,Check Deposit,11,9,False,1427,0,0,0,UK
635822,6274.64,10284.77,POS Purchase,4,5,True,642,0,0,0,India
587879,-2025.62,8987.08,Online Transfer,11,6,True,4923,0,0,0,Australia
664685,13688.62,5661.82,Online Transfer,10,5,True,4960,1,0,0,France
882038,8406.23,46631.66,Online Transfer,4,1,True,647,0,0,0,Germany
453531,18339.55,6353.66,Wire Transfer,8,6,True,913,1,0,0,Germany
363160,1614.11,9424.59,Online Transfer,3,7,True,3869,0,0,0,Russia
679879,-63.02,11559.55,Check Deposit,11,5,True,4616,0,0,0,UK
320884,7189.97,46583.76,POS Purchase,3,3,True,2325,0,0,0,Russia
123247,22797.56,37541.42,POS Purchase,8,6,False,905,1,0,0,Germany
124300,16312.65,39274.67,Wire Transfer,3,7,True,2549,1,0,0,Australia
567281,7567.71,4342.67,Wire Transfer,12,10,True,992,0,0,0,Russia
707086,10518.17,41651.8,Wire Transfer,2,10,False,4591,1,0,0,Canada
633556,-2473.61,19817.85,Check Deposit,13,9,False,3558,0,0,0,Germany
448951,24537.28,12403.97,POS Purchase,11,7,False,2370,1,0,0,India
374329,14992.22,28363.25,Cash Withdrawal,13,3,False,1232,1,0,0,Australia
819064,3562.12,40931.33,Wire Transfer,13,1,False,1326,0,0,0,Germany
842139,12574.25,38711.26,Online Transfer,5,7,False,3363,1,0,0,France
532315,-1715.53,44389.87,Cash Withdrawal,11,8,False,4012,0,0,0,China
616588,23975.1,46334.74,Cash Withdrawal,3,1,False,3922,1,0,0,Australia
336584,243.55,11144.23,Wire Transfer,6,5,False,2720,0,0,0,France
662332,14440.91,20616.75,Online Transfer,11,8,True,2111,1,0,0,France
937646,2363.63,-253.94,Wire Transfer,7,10,False,1790,0,1,0,France
476896,16526.84,43845.4,Wire Transfer,3,7,True,409,1,0,0,Canada
148984,18304.64,6883.18,Online Transfer,9,2,False,1654,1,0,0,UK
402918,15202.59,42935.22,Cash Withdrawal,10,4,False,4187,1,0,0,Australia
364712,13434.98,15798.75,Cash Withdrawal,1,6,True,3589,1,0,0,Canada
220151,21774.07,17774.81,Online Transfer,14,7,True,3978,1,0,0,France
555808,-2641.2,995.74,Cash Withdrawal,7,7,False,1069,0,0,0,Russia
233767,4927.44,15670.82,Check Deposit,4,3,True,2672,0,0,0,Germany
748663,2448.62,44306.55,Wire Transfer,7,8,True,4551,0,0,0,India
803550,24640.42,302.92,Check Deposit,9,7,True,940,1,0,0,Canada
236330,6681.69,19722.7,Check Deposit,9,4,False,2657,0,0,0,China
580754,16978.38,601.38,Check Deposit,1,10,True,2003,1,0,0,China
401648,15541.75,17917.09,POS Purchase,10,4,True,4972,1,0,0,Japan
788519,1362.44,7804.67,POS Purchase,13,4,True,2754,0,0,0,Australia
113986,2169.93,11863.14,Check Deposit,12,5,False,3483,0,0,0,USA
686146,3438.54,43757.52,Wire Transfer,4,2,False,3485,0,0,1,USA
229312,7333.82,21238.51,Check Deposit,7,9,True,660,0,0,0,Germany
112666,2029.75,12963.7,Check Deposit,10,6,True,2943,0,0,0,Australia
400804,-4410.46,29056.26,POS Purchase,6,8,True,305,0,0,0,Russia
234633,21381.79,6247.45,Check Deposit,15,1,False,856,1,0,0,France
388998,23968.29,12228.97,Wire Transfer,9,6,True,2941,1,0,0,UK
950937,5247.11,26858.65,Wire Transfer,13,6,True,448,0,0,0,China
728776,5155.21,11113.68,Check Deposit,7,8,True,2922,0,0,0,China
807611,-4787.25,33635.51,Wire Transfer,15,1,True,4868,0,0,0,Germany
384806,15407.52,24066.06,Check Deposit,3,5,True,2850,1,0,0,India
894824,19763.2,38371.44,POS Purchase,7,3,True,2794,1,0,0,China
130535,-601.75,47360.47,Check Deposit,10,6,False,1230,0,0,0,Japan
475713,-210.01,4906.05,Cash Withdrawal,14,9,False,2775,0,0,0,UK
938688,18702.5,16067.92,POS Purchase,5,10,False,481,1,0,0,Australia
451279,13488.72,15297.0,Wire Transfer,14,3,True,3068,1,0,0,India
921654,-3654.18,6710.33,Wire Transfer,2,9,False,3427,0,0,0,UK
701661,13676.41,40325.46,POS Purchase,10,9,False,1160,1,0,0,France
747972,4267.53,37753.81,Cash Withdrawal,3,1,True,1192,0,0,1,India
589570,6061.75,23705.7,POS Purchase,6,2,True,4325,0,0,0,Japan
556551,18091.94,26426.31,Online Transfer,13,4,True,1517,1,0,0,USA
373109,19328.06,2036.75,Cash Withdrawal,6,7,True,2024,1,0,0,UK
124538,7010.7,27330.87,POS Purchase,7,2,False,488,0,0,0,Japan
994498,23414.59,39358.42,Online Transfer,6,7,True,1708,1,0,0,China
301664,7193.88,28265.21,Check Deposit,9,5,False,1299,0,0,0,Australia
591234,18155.08,12530.62,Cash Withdrawal,14,10,True,4092,1,0,0,Japan
999684,9516.32,33044.96,Check Deposit,5,7,True,3723,0,0,0,Russia
239182,21925.97,17435.91,Online Transfer,15,9,False,4987,1,0,0,India
572525,22232.84,26788.54,Wire Transfer,5,9,False,2719,1,0,0,Australia
258338,-2377.5,23865.83,Wire Transfer,8,3,False,1085,0,0,0,India
284064,23094.8,18439.93,Wire Transfer,8,3,False,3204,1,0,0,Germany
314020,19766.05,35662.78,Check Deposit,1,7,False,2167,1,0,0,France
723094,18739.32,44077.68,Cash Withdrawal,3,5,True,2859,1,0,0,Canada
997421,1027.34,-734.16,Check Deposit,13,5,True,1180,0,1,0,UK
715270,19153.58,46614.44,Check Deposit,6,5,False,3530,1,0,1,USA
745914,20503.98,25087.27,Wire Transfer,6,9,True,2459,1,0,0,China
219176,3674.51,34737.33,Check Deposit,1,4,True,3578,0,0,0,France
318126,23567.8,42636.85,Online Transfer,2,6,True,4326,1,0,0,Germany
318969,-3504.2,22822.29,POS Purchase,10,6,True,1601,0,0,0,Canada
222409,-502.72,41583.68,POS Purchase,7,7,False,2275,0,0,0,UK
647707,11127.43,8058.61,POS Purchase,1,2,True,4525,1,0,0,USA
353618,12273.77,7117.54,Wire Transfer,10,6,False,144,1,0,0,Russia
869598,14354.5,32531.04,Wire Transfer,5,9,False,2208,1,0,0,USA
150015,-4490.93,43377.29,POS Purchase,1,3,False,288,0,0,0,India
872838,23811.0,44513.74,Cash Withdrawal,6,2,False,4179,1,0,0,Canada
222096,-3662.36,31830.76,POS Purchase,15,8,False,533,0,0,0,USA
731347,-708.14,25799.95,Check Deposit,7,1,False,180,0,0,0,China
285340,-4579.56,15901.05,POS Purchase,8,8,True,3032,0,0,0,Canada
210687,12005.75,48980.02,POS Purchase,13,5,True,3564,1,0,0,Germany
974371,22968.01,15304.48,Cash Withdrawal,12,9,False,1067,1,0,0,Germany
511357,14978.41,36953.49,Wire Transfer,3,9,False,2890,1,0,0,India
835716,19679.72,26131.07,Wire Transfer,14,4,False,4465,1,0,0,Russia
205878,-4601.56,30034.13,Check Deposit,14,1,False,929,0,0,0,Canada
827270,11260.46,19067.51,POS Purchase,3,5,False,4514,1,0,0,Germany
298286,8786.89,48205.98,Online Transfer,11,7,False,963,0,0,0,Australia
873290,9969.04,28155.8,Check Deposit,1,9,True,3349,0,0,0,Australia
874684,-2833.6,46827.17,Wire Transfer,12,10,True,3516,0,0,1,Canada
264899,15533.06,-612.84,Cash Withdrawal,3,9,True,3156,1,1,0,UK
424767,10096.61,28206.2,Wire Transfer,5,9,True,2840,1,0,0,Japan
961882,17954.47,35576.53,Wire Transfer,6,6,True,2126,1,0,0,France
979858,9558.72,36999.09,Cash Withdrawal,3,2,False,3898,0,0,0,Australia
479989,-518.55,45153.82,POS Purchase,4,5,True,1759,0,0,0,Japan
515515,14447.71,-775.52,POS Purchase,5,3,False,1479,1,1,0,USA
143585,171.59,-983.16,Wire Transfer,5,6,True,4802,0,1,0,France
471369,21171.84,23085.44,Check Deposit,9,5,True,976,1,0,0,Canada
164044,13393.49,493.98,Online Transfer,8,10,False,960,1,0,0,Japan
542296,-283.88,48701.16,Check Deposit,1,1,False,3427,0,0,0,Japan
209556,23870.14,10325.32,Check Deposit,2,10,True,4967,1,0,0,Germany
626981,10550.96,23105.9,Wire Transfer,12,10,True,3899,1,0,0,Russia
981691,-2813.05,2118.02,Wire Transfer,15,2,False,80,0,0,0,Canada
867595,13804.99,25624.47,Online Transfer,5,5,True,4665,1,0,0,Australia
300235,2595.97,18377.76,Online Transfer,12,6,False,2859,0,0,0,Germany
125939,19110.8,1277.66,Online Transfer,3,1,True,1656,1,0,0,Canada
252906,19534.66,16091.34,Wire Transfer,7,7,False,2549,1,0,0,China
642335,24368.42,18963.24,Wire Transfer,14,3,False,1071,1,0,0,France
388249,10056.09,49486.0,Check Deposit,11,1,False,1660,1,0,0,Germany
175766,8648.71,9602.18,Wire Transfer,6,7,True,2712,0,0,0,Germany
508923,17604.27,26783.76,POS Purchase,2,7,False,2456,1,0,0,UK
515192,-1025.88,49353.09,POS Purchase,8,10,True,824,0,0,0,Australia
668550,11407.47,39392.98,Online Transfer,5,3,True,3084,1,0,0,Australia
487261,11387.43,49661.74,Wire Transfer,6,6,True,1868,1,0,0,Germany
910208,-2315.81,48383.21,POS Purchase,8,4,False,3851,0,0,0,UK
785440,7539.52,23966.52,Check Deposit,13,4,True,4322,0,0,0,China
752664,20598.54,34515.17,Cash Withdrawal,6,9,False,987,1,0,0,France
554589,20684.61,4632.6,Check Deposit,10,7,False,190,1,0,0,Australia
237848,-2022.87,21498.59,Cash Withdrawal,3,6,True,1023,0,0,0,Canada
717075,-2278.37,40259.95,Check Deposit,13,9,False,4563,0,0,0,Canada
227948,2880.86,24772.1,POS Purchase,7,3,False,4123,0,0,0,Russia
679304,21242.98,34837.65,Wire Transfer,14,4,False,3294,1,0,0,India
502690,-1132.92,37033.32,Cash Withdrawal,4,9,True,3113,0,0,0,France
599046,16599.9,11926.93,Wire Transfer,13,4,False,3663,1,0,0,UK
551269,-1965.03,43660.67,Wire Transfer,6,7,False,2085,0,0,0,France
121959,13694.14,22450.94,POS Purchase,6,9,True,1156,1,0,0,Japan
760890,5682.02,9719.44,Online Transfer,11,4,False,1711,0,0,0,India
850216,18667.42,43136.21,Online Transfer,5,9,False,4605,1,0,0,USA
890180,2010.71,20308.76,Cash Withdrawal,13,7,False,162,0,0,0,Japan
328576,14176.05,37265.93,POS Purchase,1,4,True,4399,1,0,0,Canada
637833,2070.48,26949.69,Wire Transfer,14,3,False,2794,0,0,0,USA
265838,16409.81,18475.46,Check Deposit,8,6,False,4877,1,0,0,Australia
435674,21210.34,40303.7,Check Deposit,13,3,True,53,1,0,0,UK
979989,-1195.95,28807.97,Cash Withdrawal,14,7,False,373,0,0,0,UK
161087,20997.87,18918.67,Cash Withdrawal,10,1,False,876,1,0,0,France
693128,12807.26,4589.49,Cash Withdrawal,2,7,False,2775,1,0,0,USA
218451,-1186.69,44667.71,POS Purchase,4,3,False,3729,0,0,0,Canada
547600,7826.26,808.95,Check Deposit,13,9,True,2865,0,0,0,India
937437,-174.19,43022.55,POS Purchase,12,6,True,2684,0,0,0,UK
539792,16010.44,17358.04,POS Purchase,3,7,True,2708,1,0,0,Japan
139353,17766.04,31606.28,Wire Transfer,6,9,False,3288,1,0,0,Australia
293075,-1826.1,46032.19,POS Purchase,11,6,False,39,0,0,1,UK
314283,10184.2,6737.04,POS Purchase,1,10,False,1654,1,0,0,India
414877,19438.75,27914.47,Wire Transfer,9,2,False,797,1,0,0,Canada
165318,23084.89,37986.08,Online Transfer,5,6,True,709,1,0,0,UK
865313,10405.54,37636.78,Wire Transfer,5,6,True,4724,1,0,0,Australia
582690,23508.38,25807.23,Cash Withdrawal,4,2,False,24,1,0,0,Germany
516880,11070.67,30861.71,Online Transfer,4,7,True,4053,1,0,0,China
691460,6825.71,37633.88,Check Deposit,13,9,True,2114,0,0,0,Australia
840976,20446.09,41892.41,POS Purchase,15,10,True,2744,1,0,0,Germany
881239,9789.48,37852.47,Online Transfer,13,4,True,2350,0,0,0,Russia
193264,9157.08,17054.25,Check Deposit,1,5,True,4573,0,0,0,UK
870746,9709.37,49833.05,Wire Transfer,9,6,False,4200,0,0,0,Germany
913168,20403.55,21159.64,Wire Transfer,9,1,False,2704,1,0,0,Japan
325281,19958.25,247.7,Cash Withdrawal,13,8,True,1456,1,0,0,Australia
737147,7105.6,17493.46,Cash Withdrawal,4,9,True,1073,0,0,0,Canada
998613,4999.0,5516.93,Online Transfer,10,1,True,1235,0,0,0,China
494070,9757.84,5193.57,POS Purchase,10,4,True,4697,0,0,0,Russia
452228,12183.18,13358.29,Wire Transfer,4,6,False,4484,1,0,0,France
531839,2150.12,1722.15,Online Transfer,12,10,True,3366,0,0,0,Germany
369536,18818.65,34114.12,Online Transfer,7,1,True,4524,1,0,0,UK
417824,9594.48,2773.43,Online Transfer,4,3,True,2064,0,0,1,China
357426,5021.37,9367.77,Cash Withdrawal,1,7,False,4538,0,0,0,India
277789,-1795.37,3737.89,Wire Transfer,11,8,True,3426,0,0,0,France
613153,2165.35,2221.55,Cash Withdrawal,15,8,True,1016,0,0,0,China
842452,23478.44,12655.33,Cash Withdrawal,13,5,True,2017,1,0,0,UK
937291,4152.99,28166.85,Online Transfer,9,1,True,3423,0,0,0,India
225657,65.78,48198.96,Check Deposit,2,1,True,2425,0,0,0,France
335167,8820.18,43653.39,Check Deposit,5,8,True,4487,0,0,0,Japan
781669,4212.63,43672.63,Check Deposit,4,5,False,4125,0,0,1,UK
580671,-3945.22,7979.42,Online Transfer,8,9,False,4226,0,0,0,China
819094,4694.36,12510.27,POS Purchase,6,1,True,4496,0,0,0,France
170467,11323.26,2896.06,Wire Transfer,15,2,False,4218,1,0,0,UK
283734,11551.37,38701.89,Online Transfer,7,4,True,919,1,0,0,France
722794,5696.77,2560.63,Online Transfer,2,10,False,3834,0,0,0,India
209751,8419.08,27391.48,Cash Withdrawal,4,7,True,4051,0,0,0,Germany
481050,23965.54,11641.65,Check Deposit,14,4,True,4169,1,0,0,Japan
911774,6320.45,11415.73,Online Transfer,4,8,False,3543,0,0,0,UK
792517,2746.8,49526.98,POS Purchase,12,7,False,110,0,0,0,Canada
561079,2304.01,37595.77,Wire Transfer,13,5,True,3782,0,0,0,Germany
468452,8732.94,41683.91,POS Purchase,2,7,True,2224,0,0,0,Germany
206081,17785.6,28171.12,Online Transfer,10,8,True,3091,1,0,0,USA
713333,1179.65,43421.73,Online Transfer,4,3,False,2252,0,0,0,Japan
658986,16278.88,31920.02,Cash Withdrawal,9,3,False,3593,1,0,0,UK
210078,-4365.51,47254.86,POS Purchase,8,2,False,3080,0,0,0,Russia
967055,7567.99,13348.27,Cash Withdrawal,11,4,True,1990,0,0,0,Russia
122671,18275.95,29361.3,POS Purchase,14,4,False,3947,1,0,0,Germany
518400,5161.99,34196.7,Check Deposit,1,4,False,3646,0,0,0,Canada
455528,11912.11,19039.8,Check Deposit,13,2,True,2127,1,0,1,Japan
710490,1149.38,43865.11,POS Purchase,8,7,False,1567,0,0,0,Japan
151663,17259.86,48969.96,Cash Withdrawal,14,10,False,3587,1,0,0,Germany
115708,-3431.63,24182.24,Check Deposit,11,3,True,2173,0,0,0,Canada
978338,20576.28,18922.67,Online Transfer,9,10,False,4603,1,0,0,China
411955,945.89,23068.83,Wire Transfer,8,1,True,2422,0,0,0,China
233883,21231.94,42489.57,Cash Withdrawal,14,2,False,4629,1,0,0,Russia
418394,5575.88,31918.89,POS Purchase,15,5,True,4246,0,0,0,Australia
212547,16680.51,1283.39,Wire Transfer,10,9,True,4313,1,0,0,France
659042,4576.76,26650.67,Wire Transfer,1,4,True,4377,0,0,0,France
851102,22177.35,-117.69,Online Transfer,8,6,True,4400,1,1,0,China
862002,-1200.89,38705.3,Cash Withdrawal,12,3,False,3755,0,0,0,Russia
242483,355.59,15743.93,Wire Transfer,5,9,True,4757,0,0,0,USA
758271,9790.9,23072.38,Cash Withdrawal,9,2,True,1218,0,0,0,UK
314835,-2541.85,39732.58,Online Transfer,14,8,True,1449,0,0,1,Australia
501896,879.41,1368.89,POS Purchase,9,3,False,1587,0,0,0,USA
184896,23312.99,7085.62,Wire Transfer,6,8,True,3984,1,0,0,USA
577095,24294.69,19295.98,Wire Transfer,3,3,True,4749,1,0,0,Australia
171295,6287.78,10726.18,Wire Transfer,12,4,False,3135,0,0,0,Canada
843974,22698.58,16232.97,Cash Withdrawal,7,8,False,2220,1,0,0,India
987121,11344.74,49906.91,Wire Transfer,3,10,True,396,1,0,0,China
373255,3092.27,41096.14,Cash Withdrawal,7,4,False,3737,0,0,0,France
399648,16071.96,44078.99,Check Deposit,8,9,True,743,1,0,0,Australia
757162,14767.05,46789.79,Check Deposit,5,9,True,1453,1,0,0,China
108155,24673.76,16387.73,Cash Withdrawal,5,6,False,2017,1,0,0,India
566872,2951.42,14150.92,Check Deposit,14,1,True,4146,0,0,0,UK
925816,15161.79,10937.19,Online Transfer,4,9,False,3286,1,0,0,UK
474705,-3439.29,41335.96,Online Transfer,3,9,True,1825,0,0,0,France
671542,-1590.62,33657.14,Check Deposit,12,7,True,2667,0,0,0,France
908350,-4882.45,11044.77,POS Purchase,8,9,False,4979,0,0,0,Russia
710269,24983.82,18226.69,Cash Withdrawal,11,8,True,3611,1,0,0,Russia
654594,19068.21,24842.3,Check Deposit,6,9,False,2322,1,0,0,Australia
247718,18601.69,25935.14,Cash Withdrawal,14,9,True,4783,1,0,0,UK
408987,10291.78,44325.11,Check Deposit,6,7,True,2631,1,0,0,France
745263,4002.01,18408.87,Online Transfer,2,6,False,1953,0,0,0,Russia
458745,-462.07,45334.73,POS Purchase,4,2,True,361,0,0,0,France
207512,3540.24,21509.75,Cash Withdrawal,15,7,False,399,0,0,0,Japan
247443,6279.14,37065.01,POS Purchase,5,1,False,3654,0,0,0,France
570587,17689.3,46442.97,Online Transfer,11,6,False,794,1,0,0,Germany
473616,11189.85,45286.36,Wire Transfer,10,6,False,562,1,0,0,India
757409,-2675.49,1904.6,Wire Transfer,5,7,False,3155,0,0,0,Canada
786976,-4459.13,9490.92,Cash Withdrawal,3,2,False,2274,0,0,0,USA
465871,-1930.03,23322.18,Online Transfer,10,4,False,2064,0,0,0,Canada
475037,7314.96,21009.27,Cash Withdrawal,5,2,False,219,0,0,0,USA
907364,22995.79,31685.47,Cash Withdrawal,5,4,False,2631,1,0,0,Russia
217796,14122.07,47180.16,Cash Withdrawal,2,3,False,2499,1,0,0,USA
391999,19054.78,4732.64,POS Purchase,5,2,True,2016,1,0,0,Australia
292506,8991.24,22044.79,Check Deposit,3,2,False,625,0,0,0,USA
798376,5849.98,8812.96,Online Transfer,15,3,False,1664,0,0,0,China
369544,-1747.99,44599.49,POS Purchase,3,10,True,3341,0,0,0,USA
480002,21277.99,48193.59,Check Deposit,5,4,False,902,1,0,0,India
798002,18494.8,23413.79,Cash Withdrawal,9,7,False,63,1,0,0,Germany
639439,43.54,4304.53,Wire Transfer,14,4,False,1991,0,0,0,Australia
690978,10367.82,39050.03,POS Purchase,2,7,False,1927,1,0,0,UK
628787,9621.24,34554.21,Online Transfer,9,4,True,949,0,0,0,Australia
630583,13752.75,17088.21,Online Transfer,3,3,True,438,1,0,0,Canada
488215,23385.61,44257.78,Check Deposit,13,8,False,896,1,0,0,China
421184,12393.14,48767.43,POS Purchase,12,3,False,4676,1,0,0,Japan
898615,11206.52,27450.55,Cash Withdrawal,7,8,False,2079,1,0,0,USA
522515,-3490.31,27852.12,Check Deposit,12,2,False,0,0,0,0,China
768234,-3112.78,14173.19,Online Transfer,14,3,True,4801,0,0,0,China
478480,620.4,28809.81,POS Purchase,1,4,False,4009,0,0,0,Japan
132711,-4025.88,21421.76,Wire Transfer,1,3,False,3053,0,0,0,Australia
891971,17300.59,14411.74,Cash Withdrawal,8,6,True,2763,1,0,0,China
601157,16699.91,2426.45,Online Transfer,9,9,True,2633,1,0,0,India
284423,-918.31,11888.1,POS Purchase,3,10,True,4247,0,0,0,Japan
616349,20082.37,9090.59,Wire Transfer,6,8,False,3432,1,0,0,UK
803714,-356.42,26644.14,Online Transfer,15,4,False,2417,0,0,0,India
757917,4035.27,29685.17,Wire Transfer,14,2,True,1682,0,0,0,UK
924792,2469.31,30037.16,Online Transfer,3,10,False,562,0,0,0,USA
